name,asciiname,population
Mouscron,Mouscron,52069
Mortsel,Mortsel,24525
Morlanwelz-Mariemont,Morlanwelz-Mariemont,18233
Mons,Mons,91277
Mol,Mol,32659
Middelkerke,Middelkerke,17789
Merelbeke,Merelbeke,22047
Menen,Menen,31916
Meise,Meise,18497
Mechelen,Mechelen,77530
Marche-en-Famenne,Marche-en-Famenne,16856
Manage,Manage,22196
Maldegem,Maldegem,22092
Maasmechelen,Maasmechelen,36251
Maaseik,Maaseik,23684
Louvain-la-Neuve,Louvain-la-Neuve,29521
Londerzeel,Londerzeel,17274
Lommel,Lommel,31993
Lokeren,Lokeren,37567
Lochristi,Lochristi,19696
Lille,Lille,15466
Lier,Lier,33272
LiÌ¬ge,Liege,182597
Leuven,Leuven,92892
Lessines,Lessines,17687
Lede,Lede,16813
Lebbeke,Lebbeke,17372
Lanaken,Lanaken,24771
La LouviÌ¬re,La Louviere,76668
Kortrijk,Kortrijk,73879
Kortenberg,Kortenberg,17774
Kontich,Kontich,20290
Koksijde,Koksijde,21027
Knokke-Heist,Knokke-Heist,33781
Kasterlee,Kasterlee,17765
Kapellen,Kapellen,26410
Kalmthout,Kalmthout,17485
Izegem,Izegem,26382
Ieper,Ieper,35089
Huy,Huy,19973
Houthalen,Houthalen,30050
Hoogstraten,Hoogstraten,18524
Hoboken,Hoboken,34443
Heusden,Heusden,31017
Herzele,Herzele,16523
Herve,Herve,16544
Herstal,Herstal,36503
Herentals,Herentals,25912
Herent,Herent,19218
Helchteren,Helchteren,30050
Heist-op-den-Berg,Heist-op-den-Berg,37873
Hasselt,Hasselt,69222
Harelbeke,Harelbeke,25978
Hamme,Hamme,22891
Halle,Halle,34479
Haaltert,Haaltert,17129
Grimbergen,Grimbergen,33561
Geraardsbergen,Geraardsbergen,30807
Gent,Gent,231493
Genk,Genk,63666
Gembloux,Gembloux,21676
Geel,Geel,34697
Frameries,Frameries,20598
Fleurus,Fleurus,22080
FlÌ©ron,Fleron,15994
FlÌ©malle-Haute,Flemalle-Haute,25144
Evergem,Evergem,31615
Eupen,Eupen,18029
Essen,Essen,16754
Eeklo,Eeklo,19116
Edegem,Edegem,21839
Duffel,Duffel,16011
Dour,Dour,16861
Dilbeek,Dilbeek,39482
Diksmuide,Diksmuide,15515
Diest,Diest,22516
Diepenbeek,Diepenbeek,17699
Destelbergen,Destelbergen,16853
Dendermonde,Dendermonde,43055
Denderleeuw,Denderleeuw,16969
Deinze,Deinze,29815
Courcelles,Courcelles,29473
Colfontaine,Colfontaine,19964
Chaudfontaine,Chaudfontaine,20960
ChÌ¢telet,Chatelet,35238
Chasse Royale,Chasse Royale,0
Charleroi,Charleroi,200132
Brussels,Brussels,1019022
Brugge,Brugge,116709
Brecht,Brecht,25908
Brasschaat,Brasschaat,37040
Braine-le-Comte,Braine-le-Comte,20133
Braine-l'Alleud,Braine-l'Alleud,37512
Boussu,Boussu,20058
Bornem,Bornem,19997
Boom,Boom,15810
Blankenberge,Blankenberge,18230
Binche,Binche,32030
Bilzen,Bilzen,29622
Beveren,Beveren,45179
Beringen,Beringen,40930
Beersel,Beersel,23228
Beerse,Beerse,16208
Balen,Balen,19978
Ath,Ath,26681
Asse,Asse,28985
Arlon,Arlon,26179
Antwerpen,Antwerpen,459805
Ans,Ans,27297
Andenne,Andenne,24055
Aarschot,Aarschot,27656
Aalter,Aalter,18802
Aalst,Aalst,77534
Zorgo,Zorgo,23892
Yako,Yako,22904
Tougan,Tougan,17590
Titao,Titao,19131
Tenkodogo,Tenkodogo,37658
RÌ©o,Reo,37535
PÌ«,Po,17924
Ouahigouya,Ouahigouya,61096
Ouagadougou,Ouagadougou,1086505
Nouna,Nouna,29048
Manga,Manga,15173
LÌ©o,Leo,26884
KoupÌ©la,Koupela,32052
Koudougou,Koudougou,87347
Kongoussi,Kongoussi,26338
Kombissiri,Kombissiri,30137
Kokologo,Kokologo,25958
Kaya,Kaya,39229
HoundÌ©,Hounde,36593
Gourcy,Gourcy,16765
Garango,Garango,29076
Fada N'gourma,Fada N'gourma,33910
Dori,Dori,37806
Djibo,Djibo,22223
Diapaga,Diapaga,26013
DÌ©dougou,Dedougou,45341
BoussÌ©,Bousse,15868
Boulsa,Boulsa,17489
Bobo-Dioulasso,Bobo-Dioulasso,360106
Banfora,Banfora,60288
Gaoua,Gaoua,25104
Orodara,Orodara,18632
Yambol,Yambol,80116
Vratsa,Vratsa,64941
Vidin,Vidin,54409
Velingrad,Velingrad,24036
Veliko T_rnovo,Veliko Turnovo,66217
Varna,Varna,312770
Targovishte,Targovishte,37774
Troyan,Troyan,21162
Dobrich,Dobrich,94831
Svishtov,Svishtov,32256
Svilengrad,Svilengrad,19279
Stara Zagora,Stara Zagora,143431
Dupnitsa,Dupnitsa,34764
Sofia,Sofia,1152556
Smolyan,Smolyan,32069
Sliven,Sliven,96368
Silistra,Silistra,39715
Shumen,Shumen,87283
Sevlievo,Sevlievo,24582
Sandanski,Sandanski,26459
Samokov,Samokov,26765
Ruse,Ruse,156238
Razgrad,Razgrad,38285
Rakovski,Rakovski,15782
Popovo,Popovo,16571
Plovdiv,Plovdiv,340494
Pleven,Pleven,118675
Petrich,Petrich,30308
Peshtera,Peshtera,18676
Pernik,Pernik,82467
Pazardzhik,Pazardzhik,75977
Panagyurishte,Panagyurishte,19389
Nova Zagora,Nova Zagora,24340
Montana,Montana,47445
Lovech,Lovech,42211
Lom,Lom,26594
Kyustendil,Kyustendil,48286
Kardzhali,Kardzhali,51000
Haskovo,Haskovo,79699
Harmanli,Harmanli,18931
Kazanlak,Kazanlak,55196
Karnobat,Karnobat,19709
Karlovo,Karlovo,19958
Gotse Delchev,Gotse Delchev,20471
Gorna Oryahovitsa,Gorna Oryahovitsa,38553
Gabrovo,Gabrovo,66175
Dimitrovgrad,Dimitrovgrad,43288
Chirpan,Chirpan,17243
Cherven Bryag,Cherven Bryag,21688
Burgas,Burgas,195966
Botevgrad,Botevgrad,20909
Blagoevgrad,Blagoevgrad,71306
Berkovitsa,Berkovitsa,15027
Aytos,Aytos,20986
Asenovgrad,Asenovgrad,52170
Sitrah,Sitrah,37657
Mad€Çnat ‰Û÷€»sÌÁ,Madinat `Isa,38090
Jidd ‡ü¬afÙ,Jidd Hafs,31735
Mad€Çnat ‡ü¬amad,Madinat Hamad,52718
D€r Kulayb,Dar Kulayb,65466
Al Muharraq,Al Muharraq,97458
Manama,Manama,147074
Ar Rif€‰Û÷,Ar Rifa',79550
Makamba,Makamba,19642
Bururi,Bururi,19740
Bujumbura,Bujumbura,331700
Muramvya,Muramvya,18041
Gitega,Gitega,23167
Ruyigi,Ruyigi,38458
Ngozi,Ngozi,21506
Kayanza,Kayanza,19443
Muyinga,Muyinga,71076
Rutana,Rutana,20893
Tchaourou,Tchaourou,20971
TanguiÌ©ta,Tanguieta,19833
SavÌ©,Save,75970
Savalou,Savalou,30187
SakÌ©tÌ©,Sakete,30111
Porto-Novo,Porto-Novo,234168
PobÌ©,Pobe,32983
Parakou,Parakou,163753
Ouidah,Ouidah,83503
Nikki,Nikki,54009
Natitingou,Natitingou,80892
Malanville,Malanville,37117
Lokossa,Lokossa,86971
KÌ©tou,Ketou,22341
Kandi,Kandi,109701
Dogbo,Dogbo,41312
Djougou,Djougou,237040
Dassa-ZoumÌ©,Dassa-Zoume,21672
CovÌ©,Cove,38566
Cotonou,Cotonou,780000
ComÌ©,Come,29208
Bohicon,Bohicon,125092
BembÌ¬rÌ¬kÌ¬,Bembereke,24006
Bassila,Bassila,23616
Banikoara,Banikoara,22487
AplahouÌ©,Aplahoue,19862
Allada,Allada,20094
Abomey-Calavi,Abomey-Calavi,385755
Abomey,Abomey,82154
Gustavia,Gustavia,5988
Hamilton,Hamilton,902
Tutong,Tutong,19151
Seria,Seria,30097
Kuala Belait,Kuala Belait,31178
Bandar Seri Begawan,Bandar Seri Begawan,64409
Yacuiba,Yacuiba,82803
Warnes,Warnes,22036
VillazÌ_n,Villazon,30253
Villa YapacanÌ_,Villa Yapacani,18187
Villamontes,Villamontes,18761
Tupiza,Tupiza,22233
Trinidad,Trinidad,84259
Tarija,Tarija,159269
Sucre,Sucre,224838
Santiago del Torno,Santiago del Torno,15543
Santa Cruz de la Sierra,Santa Cruz de la Sierra,1364389
San Ignacio de Velasco,San Ignacio de Velasco,23569
San Borja,San Borja,19640
Riberalta,Riberalta,74014
Quillacollo,Quillacollo,87309
Punata,Punata,15194
PotosÌ_,Potosi,141251
Oruro,Oruro,208684
Montero,Montero,88616
Mizque,Mizque,30481
Llallagua,Llallagua,28069
La Paz,La Paz,812799
Huanuni,Huanuni,15492
GuayaramerÌ_n,Guayaramerin,36008
Cotoca,Cotoca,18347
Cochabamba,Cochabamba,900414
Cobija,Cobija,26585
Camiri,Camiri,27961
Kralendijk,Kralendijk,3081
VitÌ_ria do Mearim,Vitoria do Mearim,15775
VitÌ_ria de Santo AntÌ£o,Vitoria de Santo Antao,107383
Viseu,Viseu,18958
Conde,Conde,15859
Vigia,Vigia,29229
ViÌ¤osa do CearÌÁ,Vicosa do Ceara,16636
ViÌ¤osa,Vicosa,19573
Viana,Viana,26689
VÌÁrzea Alegre,Varzea Alegre,21841
Varjota,Varjota,16462
Vargem Grande,Vargem Grande,21419
ValenÌ¤a do PiauÌ_,Valenca do Piaui,15881
UniÌ£o dos Palmares,Uniao dos Palmares,41178
UniÌ£o,Uniao,15677
Tuntum,Tuntum,16402
TucuruÌ_,Tucurui,76337
TucumÌ£,Tucuma,15030
Trindade,Trindade,19313
Trairi,Trairi,23126
Toritama,Toritama,23940
TomÌ© AÌ¤u,Tome Acu,34053
Timon,Timon,124427
Timbiras,Timbiras,17875
TimbaÌ¼ba,Timbauba,45121
TianguÌÁ,Tiangua,45696
Teresina,Teresina,744512
SÌ£o JoÌ£o dos Inhamuns,Sao Joao dos Inhamuns,29188
TamandarÌ©,Tamandare,17954
Tabira,Tabira,16926
Surubim,Surubim,34580
Sousa,Sousa,47927
Soure,Soure,18212
SolÌ¢nea,Solanea,17030
Sobral,Sobral,157996
SirinhaÌ©m,Sirinhaem,40852
SertÌ¢nia,Sertania,18190
Serra Talhada,Serra Talhada,51203
Senador Pompeu,Senador Pompeu,16515
Satuba,Satuba,15887
SÌ£o Raimundo Nonato,Sao Raimundo Nonato,19569
SÌ£o Miguel dos Campos,Sao Miguel dos Campos,40890
SÌ£o Miguel do GuamÌÁ,Sao Miguel do Guama,28265
SÌ£o Mateus do MaranhÌ£o,Sao Mateus do Maranhao,28233
SÌ£o LuÌ_s do Quitunde,Sao Luis do Quitunde,20563
SÌ£o LuÌ_s,Sao Luis,917237
SÌ£o LourenÌ¤o da Mata,Sao Lourenco da Mata,88416
SÌ£o JosÌ© do Egito,Sao Jose do Egito,18218
SÌ£o JosÌ© de Ribamar,Sao Jose de Ribamar,27777
SÌ£o JosÌ© de Mipibu,Sao Jose de Mipibu,15298
SÌ£o JoÌ£o dos Patos,Sao Joao dos Patos,19538
SÌ£o GonÌ¤alo do Amarante,Sao Goncalo do Amarante,23583
SÌ£o FÌ©lix do Xingu,Sao Felix do Xingu,16477
SÌ£o Domingos do MaranhÌ£o,Sao Domingos do Maranhao,18275
SÌ£o Bento,Sao Bento,24749
SÌ£o Bento,Sao Bento,17245
Santa Rita,Santa Rita,119893
SantarÌ©m,Santarem,189047
Santa QuitÌ©ria do MaranhÌ£o,Santa Quiteria do Maranhao,17174
Santa QuitÌ©ria,Santa Quiteria,24391
Santana do Ipanema,Santana do Ipanema,26146
Santa Luzia,Santa Luzia,22909
Santa InÌ»s,Santa Ines,67424
Santa Helena,Santa Helena,16045
Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,76450
Santa Cruz,Santa Cruz,27775
SalinÌ_polis,Salinopolis,40998
Salgueiro,Salgueiro,42152
Russas,Russas,39465
Rio Largo,Rio Largo,63387
Rio Formoso,Rio Formoso,15518
RibeirÌ£o,Ribeirao,29818
Recife,Recife,1478098
Quixeramobim,Quixeramobim,34321
QuixadÌÁ,Quixada,49328
Presidente Dutra,Presidente Dutra,30330
Santana,Santana,83927
Porto Calvo,Porto Calvo,17346
Portel,Portel,21315
Pombos,Pombos,15894
Pombal,Pombal,21751
Piripiri,Piripiri,44864
Piracuruca,Piracuruca,18852
Pinheiro,Pinheiro,38893
PindarÌ© Mirim,Pindare Mirim,22933
Pilar,Pilar,30617
Picos,Picos,57495
Petrolina,Petrolina,194650
JatobÌÁ,Jatoba,20575
Pesqueira,Pesqueira,41896
Pentecoste,Pentecoste,19680
Penalva,Penalva,17186
Pedro II,Pedro II,22038
Pedra Branca,Pedra Branca,20072
Paulo Afonso,Paulo Afonso,85350
Paulista,Paulista,289971
Patos,Patos,92575
Parnamirim,Parnamirim,150343
ParnaÌ_ba,Parnaiba,138008
Parintins,Parintins,64428
Parelhas,Parelhas,16377
Paraipaba,Paraipaba,18423
Paragominas,Paragominas,69613
Paracuru,Paracuru,21196
Palmares,Palmares,41679
Pacatuba,Pacatuba,55291
Pacajus,Pacajus,41558
Ouricuri,Ouricuri,29317
OrÌ_s,Oros,16328
OriximinÌÁ,Oriximina,35581
Olinda,Olinda,366754
Oeiras,Oeiras,21071
ÌÒbidos,Obidos,24970
Nova Russas,Nova Russas,21986
Nova Cruz,Nova Cruz,23166
NazarÌ© da Mata,Nazare da Mata,26485
Natal,Natal,763043
Murici,Murici,20419
Moreno,Moreno,45237
Morada Nova,Morada Nova,37389
Monteiro,Monteiro,17726
Monte Alegre,Monte Alegre,22840
MombaÌ¤a,Mombaca,17065
Moju,Moju,21510
MossorÌ_,Mossoro,202005
Mocajuba,Mocajuba,16567
MauÌ©s,Maues,22475
Matriz de Camaragibe,Matriz de Camaragibe,18705
Mari,Mari,17535
Marechal Deodoro,Marechal Deodoro,50571
Maragogi,Maragogi,16066
MaracanaÌ¼,Maracanau,193529
MarabÌÁ,Maraba,145860
Mamanguape,Mamanguape,27606
MaceiÌ_,Maceio,954991
Macau,Macau,18070
MacapÌÁ,Macapa,338936
MacaÌ_ba,Macaiba,40015
Limoeiro do Norte,Limoeiro do Norte,29449
Limoeiro,Limoeiro,42328
Lavras da Mangabeira,Lavras da Mangabeira,17221
Lajedo,Lajedo,25261
Lago da Pedra,Lago da Pedra,25996
Lagoa do Itaenga,Lagoa do Itaenga,17719
Juazeiro do Norte,Juazeiro do Norte,225230
JosÌ© de Freitas,Jose de Freitas,21432
JoÌ£o Pessoa,Joao Pessoa,650883
JoÌ£o CÌ¢mara,Joao Camara,19885
Jaguaruana,Jaguaruana,21790
Jaguaribe,Jaguaribe,23065
JaboatÌ£o,Jaboatao,702621
Itupiranga,Itupiranga,21301
Itacoatiara,Itacoatiara,64937
Itaporanga,Itaporanga,15890
Itapissuma,Itapissuma,16673
Itapipoca,Itapipoca,55784
Itapecuru Mirim,Itapecuru Mirim,34943
ItapagÌ©,Itapage,32043
Itaituba,Itaituba,64756
Itaitinga,Itaitinga,30938
Itabaiana,Itabaiana,19100
Ipueiras,Ipueiras,17111
Ipubi,Ipubi,16424
Ipu,Ipu,26678
Ipojuca,Ipojuca,53364
Imperatriz,Imperatriz,218106
Iguatu,Iguatu,70380
IgarapÌ© Miri,Igarape Miri,26837
IgarapÌ© AÌ¤u,Igarape Acu,24136
Igarassu,Igarassu,86457
IcÌ_,Ico,28323
Horizonte,Horizonte,51171
Guaraciaba do Norte,Guaraciaba do Norte,18186
Guarabira,Guarabira,43749
GuaiÌ¼ba,Guaiuba,21820
GravatÌÁ,Gravata,61249
Granja,Granja,25879
GrajaÌ¼,Grajau,30217
Goiana,Goiana,43980
GlÌ_ria do GoitÌÁ,Gloria do Goita,17374
Garanhuns,Garanhuns,110085
Gameleira,Gameleira,19423
Fortaleza,Fortaleza,2400000
Floriano,Floriano,48587
Floresta,Floresta,18100
EusÌ©bio,Eusebio,37289
Extremoz,Extremoz,17991
Estreito,Estreito,17647
Esperantina,Esperantina,21044
EsperanÌ¤a,Esperanca,18817
Escada,Escada,48083
Dom Pedro,Dom Pedro,15570
Demerval LobÌ£o,Demerval Lobao,15265
Delmiro Gouveia,Delmiro Gouveia,35259
CustÌ_dia,Custodia,18107
Cururupu,Cururupu,22007
Currais Novos,Currais Novos,35560
Cupira,Cupira,19096
Crato,Crato,88786
CrateÌ¼s,Crateus,52933
CoroatÌÁ,Coroata,34129
Condado,Condado,19585
ConceiÌ¤Ì£o do Araguaia,Conceicao do Araguaia,27115
Colinas,Colinas,25158
Coelho Neto,Coelho Neto,36184
CodÌ_,Codo,83288
Chapadinha,Chapadinha,40804
ChÌ£ Grande,Cha Grande,17112
CearÌÁ Mirim,Ceara Mirim,32667
Caxias,Caxias,148072
Caucaia,Caucaia,275019
CatolÌ© do Rocha,Catole do Rocha,19812
Catende,Catende,23322
Castanhal,Castanhal,137406
Cascavel,Cascavel,52357
Caruaru,Caruaru,235371
Carpina,Carpina,70689
Carolina,Carolina,16228
CapitÌ£o PoÌ¤o,Capitao Poco,32704
Capanema,Capanema,47766
CanindÌ©,Caninde,42720
Canguaretama,Canguaretama,18873
Campos Sales,Campos Sales,17648
Campo Maior,Campo Maior,31739
Campo Alegre,Campo Alegre,16785
Campina Grande,Campina Grande,348936
Camocim,Camocim,44481
CametÌÁ,Cameta,45200
Cajueiro,Cajueiro,15062
Cajazeiras,Cajazeiras,43913
CaicÌ_,Caico,54934
CabrobÌ_,Cabrobo,16096
Cabo,Cabo,143105
Cabedelo,Cabedelo,54839
Buriti Bravo,Buriti Bravo,17692
BuÌ_que,Buique,20324
Breves,Breves,46473
Brejo Santo,Brejo Santo,27384
Brejo da Madre de Deus,Brejo da Madre de Deus,27369
BraganÌ¤a,Braganca,57163
Bom Conselho,Bom Conselho,27800
Boa Viagem,Boa Viagem,24671
Bezerros,Bezerros,51436
Benevides,Benevides,49794
Belo Jardim,Belo Jardim,49922
BelÌ©m,Belem,15550
BelÌ©m,Belem,1407737
Beberibe,Beberibe,37025
Bayeux,Bayeux,91056
BaturitÌ©,Baturite,22417
Barreiros,Barreiros,35565
Barreirinhas,Barreirinhas,17437
Barras,Barras,21597
Barra do Corda,Barra do Corda,86662
Barcarena,Barcarena,29871
Barbalha,Barbalha,33943
Balsas,Balsas,68056
Bacabal,Bacabal,72372
Augusto CorrÌ»a,Augusto Correa,16279
Atalaia,Atalaia,18908
Areia Branca,Areia Branca,18372
Arcoverde,Arcoverde,57163
Araripina,Araripina,38569
Arari,Arari,16777
Arapiraca,Arapiraca,166562
AraguaÌ_na,Araguaina,105019
Aracati,Aracati,44293
Aquiraz,Aquiraz,65116
Apodi,Apodi,16757
Ananindeua,Ananindeua,433956
Amaraji,Amaraji,16660
Altos,Altos,28768
Altamira,Altamira,70888
Almeirim,Almeirim,20464
Alenquer,Alenquer,26290
Alagoa Grande,Alagoa Grande,16406
Ìguas Belas,Aguas Belas,22563
Ìgua Preta,Agua Preta,16444
Afogados da Ingazeira,Afogados da Ingazeira,25060
AÌ¤u,Acu,36125
Acopiara,Acopiara,24561
AcaraÌ¼,Acarau,28389
Abreu e Lima,Abreu e Lima,81959
Abaetetuba,Abaetetuba,78050
Xique Xique,Xique Xique,35433
XanxerÌ»,Xanxere,32957
Votuporanga,Votuporanga,69863
Votorantim,Votorantim,99390
Volta Redonda,Volta Redonda,249580
VitÌ_ria da Conquista,Vitoria da Conquista,253137
VitÌ_ria,Vitoria,312656
Visconde do Rio Branco,Visconde do Rio Branco,29009
Viradouro,Viradouro,17172
Vinhedo,Vinhedo,56492
Vila Velha,Vila Velha,394930
Videira,Videira,42440
ViÌ¤osa,Vicosa,68680
Viana,Viana,55122
ViamÌ£o,Viamao,285269
Vespasiano,Vespasiano,94749
VeranÌ_polis,Veranopolis,19861
Vera Cruz,Vera Cruz,30556
Wenceslau Braz,Wenceslau Braz,15726
VenÌ¢ncio Aires,Venancio Aires,40627
Vazante,Vazante,15459
Vassouras,Vassouras,21174
VÌÁrzea Paulista,Varzea Paulista,110936
VÌÁrzea Grande,Varzea Grande,249752
VÌÁrzea da Palma,Varzea da Palma,28706
Varginha,Varginha,116571
Vargem Grande do Sul,Vargem Grande do Sul,36213
ValparaÌ_so,Valparaiso,15938
Valinhos,Valinhos,88630
ValenÌ¤a,Valenca,61144
ValenÌ¤a,Valenca,63231
Vacaria,Vacaria,56765
Uruguaiana,Uruguaiana,123480
UruÌ¤uca,Urucuca,24409
UruaÌ¤u,Uruacu,30088
UniÌ£o da VitÌ_ria,Uniao da Vitoria,48741
UnaÌ_,Unai,60202
Una,Una,22613
Umuarama,Umuarama,107319
UberlÌ¢ndia,Uberlandia,563536
Uberaba,Uberaba,260843
Ubatuba,Ubatuba,79007
UbatÌ£,Ubata,15604
Ubaitaba,Ubaitaba,28375
UbÌÁ,Uba,97828
TupanciretÌ£,Tupancireta,17488
Tupaciguara,Tupaciguara,24398
TupÌ£,Tupa,62035
Tucano,Tucano,31203
TubarÌ£o,Tubarao,67245
Trindade,Trindade,97521
TrÌ»s Rios,Tres Rios,71944
TrÌ»s Pontas,Tres Pontas,43749
TrÌ»s Passos,Tres Passos,17286
TrÌ»s Lagoas,Tres Lagoas,78712
TrÌ»s de Maio,Tres de Maio,18278
TrÌ»s Coroas,Tres Coroas,21051
TrÌ»s CoraÌ¤Ìµes,Tres Coracoes,63457
TremembÌ©,Tremembe,31719
TramandaÌ_,Tramandai,34734
Torres,Torres,32791
Toledo,Toledo,119313
Tobias Barreto,Tobias Barreto,29740
TimÌ_teo,Timoteo,91722
TimbÌ_,Timbo,33765
Tijucas,Tijucas,22481
TietÌ»,Tiete,32061
TeutÌ«nia,Teutonia,21834
TeresÌ_polis,Teresopolis,123979
TeÌ_filo Otoni,Teofilo Otoni,101170
Teodoro Sampaio,Teodoro Sampaio,15193
TelÌ»maco Borba,Telemaco Borba,58880
TaubatÌ©,Taubate,251641
TatuÌ_,Tatui,93580
Taquarituba,Taquarituba,21492
Taquaritinga,Taquaritinga,50098
Taquari,Taquari,27107
Taquara,Taquara,48051
TapiramutÌÁ,Tapiramuta,16544
Tapes,Tapes,18570
TanguÌÁ,Tangua,23740
Tanabi,Tanabi,18227
TambaÌ¼,Tambau,19956
Taiobeiras,Taiobeiras,24351
TaboÌ£o da Serra,Taboao da Serra,214523
Suzano,Suzano,283314
SumarÌ©,Sumare,227977
Sorocaba,Sorocaba,558862
Soledade,Soledade,24791
Socorro,Socorro,24272
Sobradinho,Sobradinho,19304
SimÌ£o Dias,Simao Dias,18385
Silva Jardim,Silva Jardim,16888
SidrolÌ¢ndia,Sidrolandia,16878
Sete Lagoas,Sete Lagoas,201334
SertÌ£ozinho,Sertaozinho,99211
Serrinha,Serrinha,49078
Serra Negra,Serra Negra,22632
Serrana,Serrana,39826
Serra,Serra,394153
SeropÌ©dica,Seropedica,54846
Senhor do Bonfim,Senhor do Bonfim,48471
Senador Canedo,Senador Canedo,61800
Seabra,Seabra,16764
Schroeder,Schroeder,15505
Saubara,Saubara,15662
Sarzedo,Sarzedo,20798
Sarandi,Sarandi,15158
Sarandi,Sarandi,84697
Saquarema,Saquarema,62056
Sapucaia,Sapucaia,130937
Sapiranga,Sapiranga,76051
SÌ£o Vicente,Sao Vicente,324457
SÌ£o SepÌ©,Sao Sepe,19181
SÌ£o SebastiÌ£o do PassÌ©,Sao Sebastiao do Passe,31049
SÌ£o SebastiÌ£o do ParaÌ_so,Sao Sebastiao do Paraiso,68654
SÌ£o SebastiÌ£o do CaÌ_,Sao Sebastiao do Cai,19012
SÌ£o SebastiÌ£o,Sao Sebastiao,76367
SÌ£o Roque,Sao Roque,50540
SÌ£o Pedro da Aldeia,Sao Pedro da Aldeia,55014
SÌ£o Pedro,Sao Pedro,27068
SÌ£o Paulo,Sao Paulo,10021295
SÌ£o Miguel do IguaÌ¤u,Sao Miguel do Iguacu,15434
SÌ£o Miguel do Araguaia,Sao Miguel do Araguaia,18809
SÌ£o Mateus do Sul,Sao Mateus do Sul,24904
SÌ£o Mateus,Sao Mateus,77117
SÌ£o Marcos,Sao Marcos,18591
SÌ£o Manuel,Sao Manuel,33587
SÌ£o Luiz Gonzaga,Sao Luiz Gonzaga,31798
SÌ£o LuÌ_s de Montes Belos,Sao Luis de Montes Belos,23619
SÌ£o LourenÌ¤o do Sul,Sao Lourenco do Sul,25340
SÌ£o LourenÌ¤o,Sao Lourenco,41143
SÌ£o Leopoldo,Sao Leopoldo,209229
SÌ£o JosÌ© dos Pinhais,Sao Jose dos Pinhais,124224
SÌ£o JosÌ© dos Campos,Sao Jose dos Campos,613764
SÌ£o JosÌ© do Rio Preto,Sao Jose do Rio Preto,374699
SÌ£o JosÌ© do Rio Pardo,Sao Jose do Rio Pardo,46989
SÌ£o JosÌ©,Sao Jose,200000
SÌ£o Joaquim da Barra,Sao Joaquim da Barra,42720
SÌ£o Joaquim,Sao Joaquim,16250
SÌ£o JoÌ£o Nepomuceno,Sao Joao Nepomuceno,23154
SÌ£o JoÌ£o de Meriti,Sao Joao de Meriti,454849
SÌ£o JoÌ£o del Rei,Sao Joao del Rei,78592
SÌ£o JoÌ£o da Boa Vista,Sao Joao da Boa Vista,76540
SÌ£o JoÌ£o da Barra,Sao Joao da Barra,20606
SÌ£o JerÌ«nimo,Sao Jeronimo,17056
SÌ£o Gotardo,Sao Gotardo,34145
SÌ£o GonÌ¤alo do SapucaÌ_,Sao Goncalo do Sapucai,19487
SÌ£o Gabriel,Sao Gabriel,55434
SÌ£o Francisco do Sul,Sao Francisco do Sul,36224
SÌ£o Francisco do Conde,Sao Francisco do Conde,24614
SÌ£o Francisco,Sao Francisco,33033
SÌ£o FidÌ©lis,Sao Fidelis,27793
SÌ£o CristÌ_vÌ£o,Sao Cristovao,71539
SÌ£o Carlos,Sao Carlos,205035
SÌ£o Caetano do Sul,Sao Caetano do Sul,136453
SÌ£o Borja,Sao Borja,59613
SÌ£o Bernardo do Campo,Sao Bernardo do Campo,743372
SÌ£o Bento do Sul,Sao Bento do Sul,77597
Santos Dumont,Santos Dumont,41582
Santos,Santos,411403
Santo EstÌ»vÌ£o,Santo Estevao,27279
Santo AntÌ«nio do Monte,Santo Antonio do Monte,22592
Santo AntÌ«nio do Amparo,Santo Antonio do Amparo,16730
Santo AntÌ«nio de Posse,Santo Antonio de Posse,18148
Santo AntÌ«nio de PÌÁdua,Santo Antonio de Padua,33076
Santo AntÌ«nio de Jesus,Santo Antonio de Jesus,73957
Santo AntÌ«nio da Platina,Santo Antonio da Platina,35260
